# DATE Y - M - D    | DATE MJD          | Bull. A PM-x      | Bull. A PM-y      | Bull. A UT1-UTC   |
        8 4 9             54565.00           -0.042942            0.504688           -0.3732801     
        8 410             54566.00           -0.041069            0.506835           -0.3740468     
        8 411             54567.00           -0.038881            0.508714           -0.3746300     
        8 412             54568.00           -0.036597            0.510332           -0.3751698     
        8 413             54569.00           -0.034167            0.511818           -0.3757768     
        8 414             54570.00           -0.031601            0.512926           -0.3765822     
        8 415             54571.00           -0.029031            0.513846           -0.3776511     
        8 416             54572.00           -0.026471            0.514560           -0.3789130     
        8 417             54573.00           -0.023630            0.515646           -0.3802552     
        8 418             54574.00           -0.020349            0.517386           -0.3816113     
        8 419             54575.00           -0.016951            0.519351           -0.3829355     
        8 420             54576.00           -0.013739            0.521582           -0.3841684     
        8 421             54577.00           -0.010926            0.523786           -0.3852365     
        8 422             54578.00           -0.008281            0.525785           -0.3861575     
        8 423             54579.00           -0.005669            0.527434           -0.3869292     
        8 424             54580.00           -0.003096            0.528400           -0.3875968     
        8 425             54581.00            0.000034            0.529139           -0.3882007     
        8 426             54582.00            0.003056            0.529881           -0.3887710     
        8 427             54583.00            0.006214            0.530710           -0.3893960     
        8 428             54584.00            0.009581            0.531745           -0.3902005     
        8 429             54585.00            0.012818            0.533243           -0.3912172     
        8 430             54586.00            0.015986            0.534608           -0.3925133     
        8 5 1             54587.00            0.018963            0.535995           -0.3940786     
        8 5 2             54588.00            0.021744            0.536978           -0.3957819     
        8 5 3             54589.00            0.024424            0.537701           -0.3976157     
        8 5 4             54590.00            0.027090            0.538268           -0.3994649     
        8 5 5             54591.00            0.030021            0.538539           -0.4011488     
        8 5 6             54592.00            0.033565            0.538784           -0.4025727     
        8 5 7             54593.00            0.036869            0.539241           -0.4036637     
        8 5 8             54594.00            0.039737            0.539984           -0.4045578     
        8 5 9             54595.00            0.042471            0.540648           -0.4054161     
        8 510             54596.00            0.044835            0.541415           -0.4063548     
        8 511             54597.00            0.047326            0.541837           -0.4074805     
        8 512             54598.00            0.050008            0.542234           -0.4088793     
        8 513             54599.00            0.052863            0.542585           -0.4104687     
        8 514             54600.00            0.056384            0.542609           -0.4121408     
        8 515             54601.00            0.060239            0.542635           -0.4138126     
        8 516             54602.00            0.064265            0.542708           -0.4154092     
        8 517             54603.00            0.067930            0.542634           -0.4168301     
        8 518             54604.00            0.071436            0.542675           -0.4180144     
        8 519             54605.00            0.074614            0.542701           -0.4190177     
        8 520             54606.00            0.077603            0.542665           -0.4198115     
        8 521             54607.00            0.080965            0.542345           -0.4203650     
        8 522             54608.00            0.084295            0.541900           -0.4207398     
        8 523             54609.00            0.088353            0.541635           -0.4210313     
        8 524             54610.00            0.092182            0.541437           -0.4213272     
        8 525             54611.00            0.096130            0.541318           -0.4217223     
        8 526             54612.00            0.100025            0.541301           -0.4222954     
        8 527             54613.00            0.103806            0.541473           -0.4230725     
        8 528             54614.00            0.107542            0.541456           -0.4240241     
        8 529             54615.00            0.111250            0.541170           -0.4251313     
        8 530             54616.00            0.114477            0.540627           -0.4263523     
        8 531             54617.00            0.117340            0.540103           -0.4275960     
        8 6 1             54618.00            0.119971            0.539744           -0.4287298     
        8 6 2             54619.00            0.122643            0.539231           -0.4296748     
        8 6 3             54620.00            0.125650            0.538494           -0.4303338     
        8 6 4             54621.00            0.129064            0.537382           -0.4307688     
        8 6 5             54622.00            0.132817            0.536107           -0.4310920     
        8 6 6             54623.00            0.136452            0.534970           -0.4314417     
        8 6 7             54624.00            0.139909            0.533772           -0.4319038     
        8 6 8             54625.00            0.143254            0.532758           -0.4325306     
        8 6 9             54626.00            0.146616            0.531668           -0.4333168     
        8 610             54627.00            0.150086            0.530695           -0.4342597     
        8 611             54628.00            0.153774            0.529181           -0.4352681     
        8 612             54629.00            0.157099            0.527671           -0.4361853     
        8 613             54630.00            0.160605            0.526088           -0.4369326     
        8 614             54631.00            0.163899            0.524694           -0.4374937     
        8 615             54632.00            0.166804            0.523323           -0.4378231     
        8 616             54633.00            0.169592            0.521917           -0.4379904     
        8 617             54634.00            0.172447            0.520696           -0.4380619     
        8 618             54635.00            0.175199            0.519046           -0.4380281     
        8 619             54636.00            0.177810            0.517429           -0.4379526     
        8 620             54637.00            0.180392            0.515891           -0.4379037     
        8 621             54638.00            0.183647            0.514353           -0.4379105     
        8 622             54639.00            0.187021            0.512884           -0.4380976     
        8 623             54640.00            0.190254            0.511337           -0.4385214     
        8 624             54641.00            0.193610            0.509966           -0.4391961     
        8 625             54642.00            0.196478            0.508399           -0.4400646     
        8 626             54643.00            0.199454            0.507090           -0.4410350     
        8 627             54644.00            0.201949            0.505852           -0.4420641     
        8 628             54645.00            0.204218            0.504014           -0.4429832     
        8 629             54646.00            0.206565            0.502075           -0.4437721     
        8 630             54647.00            0.208768            0.499833           -0.4443814     
        8 7 1             54648.00            0.211323            0.497581           -0.4447523     
        8 7 2             54649.00            0.213580            0.495318           -0.4449383     
        8 7 3             54650.00            0.216222            0.493235           -0.4450816     
        8 7 4             54651.00            0.218849            0.491179           -0.4453575     
        8 7 5             54652.00            0.221746            0.489085           -0.4458278     
        8 7 6             54653.00            0.224678            0.487240           -0.4464683     
        8 7 7             54654.00            0.227234            0.485396           -0.4472475     
        8 7 8             54655.00            0.229868            0.483334           -0.4480642     
        8 7 9             54656.00            0.231861            0.481120           -0.4487483     
        8 710             54657.00            0.234220            0.479205           -0.4493252     
        8 711             54658.00            0.236500            0.477228           -0.4497292     
        8 712             54659.00            0.238832            0.474959           -0.4498696     
        8 713             54660.00            0.241225            0.472477           -0.4497823     
        8 714             54661.00            0.243377            0.469858           -0.4495394     
        8 715             54662.00            0.245325            0.467052           -0.4491865     
        8 716             54663.00            0.247895            0.464065           -0.4487735     
        8 717             54664.00            0.250591            0.461558           -0.4484048     
        8 718             54665.00            0.252969            0.459062           -0.4481626     
        8 719             54666.00            0.254993            0.456566           -0.4480685     
        8 720             54667.00            0.257220            0.453784           -0.4481963     
        8 721             54668.00            0.259625            0.450850           -0.4486138     
        8 722             54669.00            0.262320            0.447681           -0.4492286     
        8 723             54670.00            0.265079            0.444121           -0.4499483     
        8 724             54671.00            0.267807            0.440688           -0.4507187     
        8 725             54672.00            0.270233            0.437389           -0.4514709     
        8 726             54673.00            0.272853            0.434780           -0.4521029     
        8 727             54674.00            0.275002            0.432351           -0.4525179     
        8 728             54675.00            0.276746            0.429631           -0.4527156     
        8 729             54676.00            0.278351            0.426922           -0.4527711     
        8 730             54677.00            0.279429            0.424035           -0.4527361     
        8 731             54678.00            0.280242            0.421314           -0.4527940     
        8 8 1             54679.00            0.281035            0.418222           -0.4530109     
        8 8 2             54680.00            0.282289            0.415048           -0.4534408     
        8 8 3             54681.00            0.283695            0.411588           -0.4540529     
        8 8 4             54682.00            0.285280            0.408059           -0.4548412     
        8 8 5             54683.00            0.286998            0.404640           -0.4556283     
        8 8 6             54684.00            0.288582            0.401311           -0.4562937     
        8 8 7             54685.00            0.289947            0.398380           -0.4568056     
        8 8 8             54686.00            0.290906            0.395535           -0.4571376     
        8 8 9             54687.00            0.291401            0.392636           -0.4572811     
        8 810             54688.00            0.291955            0.389461           -0.4572746     
        8 811             54689.00            0.292402            0.386003           -0.4571446     
        8 812             54690.00            0.292769            0.382673           -0.4569326     
        8 813             54691.00            0.293015            0.379375           -0.4567201     
        8 814             54692.00            0.293053            0.376346           -0.4565993     
        8 815             54693.00            0.292999            0.373391           -0.4566137     
        8 816             54694.00            0.293561            0.370631           -0.4568022     
        8 817             54695.00            0.294179            0.368098           -0.4571491     
        8 818             54696.00            0.294451            0.365151           -0.4577139     
        8 819             54697.00            0.294803            0.361933           -0.4584636     
        8 820             54698.00            0.295376            0.358728           -0.4593235     
        8 821             54699.00            0.296147            0.355621           -0.4601367     
        8 822             54700.00            0.297077            0.352336           -0.4607817     
        8 823             54701.00            0.298086            0.349070           -0.4612468     
        8 824             54702.00            0.298577            0.346130           -0.4614924     
        8 825             54703.00            0.298220            0.343051           -0.4615812     
        8 826             54704.00            0.297872            0.339503           -0.4616370     
        8 827             54705.00            0.298059            0.335906           -0.4617679     
        8 828             54706.00            0.298260            0.332565           -0.4620571     
        8 829             54707.00            0.298251            0.329617           -0.4625417     
        8 830             54708.00            0.298496            0.326117           -0.4633170     
        8 831             54709.00            0.298633            0.322378           -0.4642819     
        8 9 1             54710.00            0.298716            0.318528           -0.4653393     
        8 9 2             54711.00            0.298940            0.314639           -0.4663946     
        8 9 3             54712.00            0.299214            0.310933           -0.4672815     
        8 9 4             54713.00            0.299016            0.307238           -0.4679607     
        8 9 5             54714.00            0.298713            0.303675           -0.4684816     
        8 9 6             54715.00            0.298286            0.299865           -0.4687831     
        8 9 7             54716.00            0.297903            0.296418           -0.4689628     
        8 9 8             54717.00            0.297580            0.293013           -0.4690837     
        8 9 9             54718.00            0.297264            0.289832           -0.4692033     
        8 910             54719.00            0.296940            0.286660           -0.4694480     
        8 911             54720.00            0.296513            0.283712           -0.4698500     
        8 912             54721.00            0.295781            0.280705           -0.4704801     
        8 913             54722.00            0.294495            0.277726           -0.4714103     
        8 914             54723.00            0.292864            0.274545           -0.4726334     
        8 915             54724.00            0.291449            0.271282           -0.4740963     
        8 916             54725.00            0.290759            0.268263           -0.4757110     
        8 917             54726.00            0.289325            0.265007           -0.4773303     
        8 918             54727.00            0.287912            0.261695           -0.4788009     
        8 919             54728.00            0.285904            0.258096           -0.4800227     
        8 920             54729.00            0.284208            0.254648           -0.4809882     
        8 921             54730.00            0.282228            0.251215           -0.4816868     
        8 922             54731.00            0.280197            0.247798           -0.4822636     
        8 923             54732.00            0.278400            0.244352           -0.4828578     
        8 924             54733.00            0.276535            0.240887           -0.4835052     
        8 925             54734.00            0.274763            0.237642           -0.4843035     
        8 926             54735.00            0.273062            0.234307           -0.4853665     
        8 927             54736.00            0.271333            0.231047           -0.4866152     
        8 928             54737.00            0.269818            0.227934           -0.4879853     
        8 929             54738.00            0.268290            0.225348           -0.4894209     
        8 930             54739.00            0.266486            0.222784           -0.4907852     
        810 1             54740.00            0.264602            0.220283           -0.4919945     
        810 2             54741.00            0.262448            0.217663           -0.4929939     
        810 3             54742.00            0.259901            0.214995           -0.4937467     
        810 4             54743.00            0.256871            0.212281           -0.4942866     
        810 5             54744.00            0.254357            0.209748           -0.4946794     
        810 6             54745.00            0.252100            0.207552           -0.4950269     
        810 7             54746.00            0.249692            0.205602           -0.4953602     
        810 8             54747.00            0.247204            0.203424           -0.4958376     
        810 9             54748.00            0.244844            0.200779           -0.4965120     
        81010             54749.00            0.242373            0.197920           -0.4974152     
        81011             54750.00            0.239665            0.194659           -0.4985506     
        81012             54751.00            0.237118            0.191711           -0.4999134     
        81013             54752.00            0.234803            0.189119           -0.5014366     
        81014             54753.00            0.232508            0.186780           -0.5030344     
        81015             54754.00            0.229752            0.184785           -0.5045366     
        81016             54755.00            0.227057            0.182446           -0.5059251     
        81017             54756.00            0.224494            0.180345           -0.5071375     
        81018             54757.00            0.221623            0.177788           -0.5081566     
        81019             54758.00            0.218926            0.175189           -0.5090559     
        81020             54759.00            0.216224            0.172747           -0.5100282     
        81021             54760.00            0.213750            0.170636           -0.5111140     
        81022             54761.00            0.211270            0.168658           -0.5123294     
        81023             54762.00            0.208403            0.166845           -0.5137313     
        81024             54763.00            0.205071            0.164896           -0.5153236     
        81025             54764.00            0.201208            0.162464           -0.5169794     
        81026             54765.00            0.197819            0.159914           -0.5186220     
        81027             54766.00            0.195257            0.157887           -0.5202139     
        81028             54767.00            0.193378            0.156760           -0.5216981     
        81029             54768.00            0.191133            0.155740           -0.5230005     
        81030             54769.00            0.188465            0.154383           -0.5240729     
        81031             54770.00            0.185764            0.152951           -0.5249524     
        811 1             54771.00            0.182575            0.151412           -0.5256984     
        811 2             54772.00            0.179474            0.149685           -0.5263107     
        811 3             54773.00            0.176457            0.148474           -0.5269285     
        811 4             54774.00            0.173389            0.147693           -0.5275926     
        811 5             54775.00            0.169767            0.146695           -0.5283034     
        811 6             54776.00            0.166543            0.145621           -0.5291449     
        811 7             54777.00            0.163861            0.144687           -0.5301834     
        811 8             54778.00            0.160888            0.143850           -0.5314319     
        811 9             54779.00            0.157708            0.142997           -0.5328838     
        81110             54780.00            0.154058            0.142192           -0.5345065     
        81111             54781.00            0.150396            0.141106           -0.5361813     
        81112             54782.00            0.146682            0.140273           -0.5377989     
        81113             54783.00            0.142557            0.139260           -0.5391959     
        81114             54784.00            0.138499            0.137970           -0.5403114     
        81115             54785.00            0.134481            0.136840           -0.5411708     
        81116             54786.00            0.130882            0.136139           -0.5419256     
        81117             54787.00            0.126971            0.135722           -0.5427715     
        81118             54788.00            0.123310            0.135467           -0.5438578     
        81119             54789.00            0.120617            0.135074           -0.5452703     
        81120             54790.00            0.118521            0.135151           -0.5469340     
        81121             54791.00            0.117044            0.135499           -0.5487638     
        81122             54792.00            0.115377            0.135960           -0.5506448     
        81123             54793.00            0.113362            0.136262           -0.5524718     
        81124             54794.00            0.110935            0.136656           -0.5541686     
        81125             54795.00            0.107725            0.137327           -0.5557059     
        81126             54796.00            0.104464            0.137144           -0.5570719     
        81127             54797.00            0.101255            0.136577           -0.5583160     
        81128             54798.00            0.098316            0.136201           -0.5593897     
        81129             54799.00            0.095133            0.135898           -0.5603349     
        81130             54800.00            0.091691            0.135591           -0.5612031     
        812 1             54801.00            0.088246            0.135334           -0.5620937     
        812 2             54802.00            0.084624            0.135228           -0.5630660     
        812 3             54803.00            0.080460            0.135118           -0.5641194     
        812 4             54804.00            0.076018            0.135086           -0.5652919     
        812 5             54805.00            0.071861            0.135167           -0.5666490     
        812 6             54806.00            0.068095            0.135336           -0.5681890     
        812 7             54807.00            0.064635            0.135123           -0.5698318     
        812 8             54808.00            0.061539            0.134596           -0.5715207     
        812 9             54809.00            0.059099            0.134351           -0.5731227     
        81210             54810.00            0.056601            0.134810           -0.5744959     
        81211             54811.00            0.053689            0.134978           -0.5756155     
        81212             54812.00            0.050411            0.134487           -0.5764885     
        81213             54813.00            0.047305            0.134438           -0.5771569     
        81214             54814.00            0.044793            0.134327           -0.5778642     
        81215             54815.00            0.042772            0.134500           -0.5787629     
        81216             54816.00            0.040063            0.134864           -0.5799203     
        81217             54817.00            0.036910            0.135063           -0.5812525     
        81218             54818.00            0.033665            0.135558           -0.5826697     
        81219             54819.00            0.030540            0.135983           -0.5841259     
        81220             54820.00            0.027513            0.136588           -0.5855160     
        81221             54821.00            0.024457            0.137352           -0.5867379     
        81222             54822.00            0.021214            0.138142           -0.5877547     
        81223             54823.00            0.017957            0.138594           -0.5885847     
        81224             54824.00            0.014510            0.139036           -0.5892139     
        81225             54825.00            0.010808            0.139446           -0.5896220     
        81226             54826.00            0.006741            0.139886           -0.5898721     
        81227             54827.00            0.002836            0.140502           -0.5900643     
        81228             54828.00           -0.001051            0.141710           -0.5903186     
        81229             54829.00           -0.005276            0.143047           -0.5906682     
        81230             54830.00           -0.009653            0.144174           -0.5911516     
        81231             54831.00           -0.013369            0.145026           -0.5918710     
        9 1 1             54832.00           -0.017028            0.146174            0.4071620     
        9 1 2             54833.00           -0.020381            0.147498            0.4059821     
        9 1 3             54834.00           -0.023211            0.148995            0.4046762     
        9 1 4             54835.00           -0.025745            0.150706            0.4033504     
        9 1 5             54836.00           -0.029062            0.152652            0.4020723     
        9 1 6             54837.00           -0.033293            0.154577            0.4009087     
        9 1 7             54838.00           -0.037527            0.156195            0.3999438     
        9 1 8             54839.00           -0.041696            0.157996            0.3992249     
        9 1 9             54840.00           -0.045846            0.159633            0.3986869     
        9 110             54841.00           -0.049560            0.161158            0.3981294     
        9 111             54842.00           -0.053069            0.162706            0.3974555     
        9 112             54843.00           -0.056497            0.164346            0.3965086     
        9 113             54844.00           -0.059430            0.166191            0.3952810     
        9 114             54845.00           -0.062402            0.167665            0.3938503     
        9 115             54846.00           -0.065320            0.169205            0.3923412     
        9 116             54847.00           -0.068154            0.170380            0.3908879     
        9 117             54848.00           -0.070720            0.171405            0.3896155     
        9 118             54849.00           -0.073216            0.173033            0.3885519     
        9 119             54850.00           -0.075696            0.174889            0.3877619     
        9 120             54851.00           -0.078283            0.177032            0.3872501     
        9 121             54852.00           -0.081078            0.179529            0.3869723     
        9 122             54853.00           -0.084416            0.181860            0.3868407     
        9 123             54854.00           -0.087513            0.184249            0.3867853     
        9 124             54855.00           -0.090023            0.186667            0.3867388     
        9 125             54856.00           -0.091614            0.189349            0.3866163     
        9 126             54857.00           -0.093150            0.192128            0.3863277     
        9 127             54858.00           -0.094384            0.194904            0.3858681     
        9 128             54859.00           -0.095972            0.197400            0.3851968     
        9 129             54860.00           -0.098036            0.199985            0.3843663     
        9 130             54861.00           -0.100288            0.202601            0.3834323     
        9 131             54862.00           -0.102820            0.205277            0.3824491     
        9 2 1             54863.00           -0.105437            0.207956            0.3815369     
        9 2 2             54864.00           -0.107426            0.210585            0.3807093     
        9 2 3             54865.00           -0.108340            0.213563            0.3800411     
        9 2 4             54866.00           -0.109022            0.216934            0.3795087     
        9 2 5             54867.00           -0.110020            0.220666            0.3790730     
        9 2 6             54868.00           -0.111694            0.224352            0.3786283     
        9 2 7             54869.00           -0.113756            0.227923            0.3780893     
        9 2 8             54870.00           -0.115915            0.231342            0.3773285     
        9 2 9             54871.00           -0.118053            0.234388            0.3763047     
        9 210             54872.00           -0.119665            0.237132            0.3750207     
        9 211             54873.00           -0.120545            0.240395            0.3735887     
        9 212             54874.00           -0.121382            0.244051            0.3721539     
        9 213             54875.00           -0.122250            0.247699            0.3708819     
        9 214             54876.00           -0.123697            0.251204            0.3699216     
        9 215             54877.00           -0.125219            0.254919            0.3692095     
        9 216             54878.00           -0.126819            0.258700            0.3686765     
        9 217             54879.00           -0.128593            0.262063            0.3683027     
        9 218             54880.00           -0.130530            0.265087            0.3680637     
        9 219             54881.00           -0.132284            0.267825            0.3679165     
        9 220             54882.00           -0.133293            0.270454            0.3677735     
        9 221             54883.00           -0.133769            0.273021            0.3675973     
        9 222             54884.00           -0.134109            0.275768            0.3673329     
        9 223             54885.00           -0.133773            0.278693            0.3668600     
        9 224             54886.00           -0.133138            0.282077            0.3661429     
        9 225             54887.00           -0.133564            0.285688            0.3652115     
        9 226             54888.00           -0.133472            0.288931            0.3640896     
        9 227             54889.00           -0.133682            0.292566            0.3628343     
        9 228             54890.00           -0.133938            0.296153            0.3615576     
        9 3 1             54891.00           -0.134382            0.299802            0.3603287     
        9 3 2             54892.00           -0.134736            0.303214            0.3591945     
        9 3 3             54893.00           -0.134835            0.306360            0.3581920     
        9 3 4             54894.00           -0.134162            0.309668            0.3573045     
        9 3 5             54895.00           -0.133710            0.313176            0.3565386     
        9 3 6             54896.00           -0.133360            0.316800            0.3557784     
        9 3 7             54897.00           -0.133149            0.320681            0.3548758     
        9 3 8             54898.00           -0.132968            0.324615            0.3537680     
        9 3 9             54899.00           -0.132781            0.328787            0.3523876     
        9 310             54900.00           -0.132470            0.332882            0.3507571     
        9 311             54901.00           -0.132190            0.336842            0.3490140     
        9 312             54902.00           -0.131976            0.340558            0.3472848     
        9 313             54903.00           -0.131599            0.343848            0.3456994     
        9 314             54904.00           -0.130924            0.346761            0.3443314     
        9 315             54905.00           -0.130271            0.350076            0.3431949     
        9 316             54906.00           -0.129469            0.353267            0.3422748     
        9 317             54907.00           -0.128517            0.356692            0.3415403     
        9 318             54908.00           -0.127707            0.359835            0.3409251     
        9 319             54909.00           -0.127289            0.363298            0.3403459     
        9 320             54910.00           -0.126784            0.366771            0.3397076     
        9 321             54911.00           -0.126000            0.370114            0.3389312     
